STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,currency,Currency,estruct,Earnings structure,ecase,Earnings case,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CY,Cyprus,2021,,22012.29,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CY,Cyprus,2022,,22822.87,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2000,,4761.09,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2001,,5224.26,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2002,,6159.65,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2003,,6052.39,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2004,,6290.27,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2005,,7250.98,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2006,,8238.63,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2007,,9589.03,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2008,,11685.07,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2009,,11301.13,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2010,,12013.23,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2011,,11784.10,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2012,,11911.03,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2013,,11513.28,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2014,,11081.68,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2015,,11526.74,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2016,,12400.77,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2017,,13460.59,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2018,,14901.52,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2019,,15679.40,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2020,,15598.97,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2021,,17987.18,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,CZ,Czechia,2022,,19896.64,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2000,,26831.60,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2001,,27674.96,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2002,,28613.40,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2003,,28872.00,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2004,,29920.15,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2005,,30175.28,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2006,,30305.54,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2007,,31055.10,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2008,,31778.88,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100,One-earner couple with two children earning 100% of the average earning,DE,Germany,2009,,32233.75,,,
